product_name,brand,product_type,unit,unit_purchase,price_per_unit,total_price,currency,date,delivery,store_location,type_store,customer_name,cashier_name
Screwdriver Set,Tekiro,Tool,Set,16,40000,640000,IDR,2020-07-03 09:17:40,Delivery,Jakarta,Branch,Ayu Wijaya,Fiona Gianna
Wall Putty (Filler),Matex,Paint Accessory,Kg,38,20000,760000,IDR,2020-01-11 09:04:36,Pickup,Bandung,Branch,Saiful Shihab,Hera Harsha
Steel Door,WINA,Door,Piece,13,700000,9100000,IDR,2021-05-18 10:30:07,Pickup,Bandung,Branch,Ferry Wijaya,Harum Hafsa
Holcim 40 kg,Holcim,Cement,Sack,3,56000,168000,IDR,2024-09-12 09:24:21,Delivery,Jayapura,Branch,Ferry Shihab,Marshanda Maharani
Clay Roof Tile,Kanmuri,Roof Covering,Piece,27,2000,54000,IDR,2021-06-18 10:31:07,Pickup,Tasikmalaya,Head Office,Syifa Pahlevi,Al Harits
Metal Roof Tile,Multi Roof,Roof Covering,Piece,17,5000,85000,IDR,2020-06-09 10:56:42,Pickup,Jayapura,Branch,Budi Kusuma,Fauzi Ghaffar
Ceramic Tile,Roman,Tile,Box,35,75000,2625000,IDR,2024-12-12 09:27:46,Delivery,Bandung,Branch,Aleena Pahlevi,Asep Aziz
Concrete Block,Bricon,Brick,Piece,17,5000,85000,IDR,2023-05-06 13:32:18,Delivery,Medan,Branch,Aleena Wijaya,Kayla Kiki Lena
Metal Roof Tile,Multi Roof,Roof Covering,Piece,3,5000,15000,IDR,2022-10-01 10:28:31,Pickup,Surabaya,Branch,Agus Ubaid,Zahra Jasmine
Metal Roof Tile,Multi Roof,Roof Covering,Piece,34,5000,170000,IDR,2023-11-01 12:36:59,Pickup,Bandung,Branch,Syifa Syaiban,Hera Harsha
Holcim 50 kg,Holcim,Cement,Sack,33,68000,2244000,IDR,2023-10-04 11:05:12,Pickup,Surabaya,Branch,Erna Pahlevi,Zahra Jasmine
PVC Door,Maspion,Door,Piece,36,350000,12600000,IDR,2024-11-14 16:11:59,Delivery,Medan,Branch,Syifa Wijaya,Chairil Dhaifullah
River Stone,Unbranded,Stone,Cubic Meter,20,330000,6600000,IDR,2023-03-21 11:44:28,Delivery,Surabaya,Branch,Tono Wijaya,Agus Cahyadi
Formwork Board (Shuttering),Unbranded,Wood,Piece,22,30000,660000,IDR,2022-02-14 17:25:55,Pickup,Tasikmalaya,Head Office,Ananda Shihab,Ayu Putri Avicenna
Wooden Beam,Unbranded,Wood,Piece,24,40000,960000,IDR,2023-05-29 14:48:54,Pickup,Bandung,Branch,Nina Tanuwijaya,Asep Aziz
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,14,15000,210000,IDR,2024-10-10 17:06:58,Delivery,Medan,Branch,Agung Ubaid,Kezia Karen
Squat Toilet,INA,Sanitary,Piece,20,300000,6000000,IDR,2024-06-06 15:28:56,Delivery,Denpasar,Branch,Ferry Wijaya,Nina Octavia
Tile Adhesive Mortar,AM,Mortar,Sack,12,60000,720000,IDR,2021-04-17 13:13:07,Delivery,Tasikmalaya,Head Office,Budi Shihab,Ayu Putri Avicenna
Gresik 40 kg,Gresik,Cement,Sack,32,57000,1824000,IDR,2023-05-16 11:02:51,Delivery,Surabaya,Branch,Aleena Pahlevi,Burhan Bakhtiar
Hand Saw,Tekiro,Tool,Piece,4,60000,240000,IDR,2024-12-27 09:00:08,Pickup,Tasikmalaya,Head Office,Agus Ubaid,Al Harits
Sitting Toilet,TOTO,Sanitary,Piece,26,1200000,31200000,IDR,2024-05-22 08:15:53,Pickup,Tasikmalaya,Head Office,Wawan Kusuma,Ayu Putri Avicenna
Rebar 6mm,Krakatau Steel,Steel,Meter,26,15000,390000,IDR,2020-04-22 17:49:17,Delivery,Denpasar,Branch,Hendra Tanuwijaya,Ibrahim Iman
Roof Batten (Reng),Unbranded,Wood,Piece,27,15000,405000,IDR,2023-03-25 08:31:16,Delivery,Surabaya,Branch,Kayla Pahlevi,Zahra Jasmine
Concrete Block,Bricon,Brick,Piece,29,5000,145000,IDR,2024-02-12 11:07:16,Pickup,Jayapura,Branch,Agung Wijaya,Marshanda Maharani
Steel Door,WINA,Door,Piece,12,700000,8400000,IDR,2021-02-17 08:44:32,Pickup,Surabaya,Branch,Maya Wijaya,Agus Cahyadi
Door Lock,Solid,Lock,Set,42,100000,4200000,IDR,2022-04-02 14:48:18,Delivery,Jakarta,Branch,Ananda Thalib,Fiona Gianna
Tile Adhesive Mortar,AM,Mortar,Sack,26,60000,1560000,IDR,2024-03-30 09:35:25,Pickup,Tasikmalaya,Head Office,Maya Wijaya,Ayu Putri Avicenna
Rebar 8mm,Master Steel,Steel,Meter,2,20000,40000,IDR,2022-01-18 08:17:02,Delivery,Jayapura,Branch,Saiful Malaka,Marshanda Maharani
Wall Putty (Filler),Matex,Paint Accessory,Kg,44,20000,880000,IDR,2023-10-30 08:26:38,Delivery,Medan,Branch,Asep Kusuma,Kayla Kiki Lena
Floor Drain,Onda,Sanitary,Piece,8,50000,400000,IDR,2023-10-31 15:19:41,Pickup,Tasikmalaya,Head Office,Asep Ubaid,Atyla Azfa
Skim Coat (Wall Putty),Drymix,Mortar,Sack,15,55000,825000,IDR,2021-09-14 11:31:28,Delivery,Bandung,Branch,Nina Syaiban,Anwar Arif Akhtar
Sandpaper,Taiyo,Paint Accessory,Piece,10,5000,50000,IDR,2023-01-25 13:18:01,Pickup,Jayapura,Branch,Asep Thalib,Marshanda Maharani
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,17,76000,1292000,IDR,2023-07-14 14:04:01,Pickup,Tasikmalaya,Head Office,Kayla Tanuwijaya,Naura Aliya Lestari
Shovel,Camel,Tool,Piece,9,75000,675000,IDR,2024-01-29 13:43:10,Pickup,Bandung,Branch,Nina Wijaya,Anwar Arif Akhtar
Timber Beam (Kaso),Unbranded,Wood,Piece,35,25000,875000,IDR,2023-04-03 11:16:05,Pickup,Bandung,Branch,Nina Malaka,Harum Hafsa
PVC Pipe,Wavin,Plumbing,Meter,31,15000,465000,IDR,2022-01-03 15:56:28,Pickup,Surabaya,Branch,Ferry Tanuwijaya,Zahra Jasmine
Pliers,Tekiro,Tool,Piece,43,35000,1505000,IDR,2020-12-29 16:08:46,Delivery,Jayapura,Branch,Agus Ubaid,Fauzi Ghaffar
PVC Pipe,Rucika,Plumbing,Meter,17,16000,272000,IDR,2023-06-21 08:44:38,Delivery,Medan,Branch,Wawan Ubaid,Chairil Dhaifullah
Hoe,Camel,Tool,Piece,2,80000,160000,IDR,2022-04-12 16:17:37,Pickup,Bandung,Branch,Melania Ubaid,Harum Hafsa
PVC Door,Maspion,Door,Piece,18,350000,6300000,IDR,2022-08-08 12:13:32,Pickup,Surabaya,Branch,Ananda Shihab,Zahra Jasmine
Screwdriver Set,Tekiro,Tool,Set,19,40000,760000,IDR,2022-03-11 12:08:45,Pickup,Bandung,Branch,Ayu Shihab,Hera Harsha
Timber Roof Frame,Unbranded,Roof Frame,Meter,27,30000,810000,IDR,2022-02-08 16:10:46,Delivery,Jakarta,Branch,Syifa Ubaid,Muhammad Fikru
Holcim 40 kg,Holcim,Cement,Sack,15,56000,840000,IDR,2023-01-30 10:30:16,Pickup,Jakarta,Branch,Syifa Jayawardana,Erinna Elsa Elizha
Screwdriver Set,Tekiro,Tool,Set,34,40000,1360000,IDR,2020-11-28 10:39:36,Delivery,Bandung,Branch,Kayla Thalib,Anwar Arif Akhtar
Sandpaper,Taiyo,Paint Accessory,Piece,9,5000,45000,IDR,2021-02-12 10:28:04,Delivery,Denpasar,Branch,Nina Ubaid,Nina Octavia
Door Handle,Belleza,Lock Accessory,Piece,12,50000,600000,IDR,2024-11-02 14:28:49,Pickup,Jayapura,Branch,Erna Ubaid,Fauzi Ghaffar
Shovel,Camel,Tool,Piece,40,75000,3000000,IDR,2021-05-10 17:04:55,Pickup,Jayapura,Branch,Budi Tanuwijaya,Faiz Fadlurrahman
Timber Roof Frame,Unbranded,Roof Frame,Meter,45,30000,1350000,IDR,2024-05-06 11:02:01,Pickup,Bandung,Branch,Maya Jayawardana,Asep Aziz
PVC Door,Maspion,Door,Piece,28,350000,9800000,IDR,2021-01-27 13:19:44,Delivery,Medan,Branch,Tono Pahlevi,Ehsan Aziz
Wall Putty (Filler),Matex,Paint Accessory,Kg,18,20000,360000,IDR,2022-03-15 16:38:33,Pickup,Medan,Branch,Maya Kusuma,Ehsan Aziz
GRC Board,KalsiBoard,Ceiling,Sheet,27,70000,1890000,IDR,2023-11-27 11:04:53,Pickup,Medan,Branch,Tono Kusuma,Kezia Karen
Timber Roof Frame,Unbranded,Roof Frame,Meter,34,30000,1020000,IDR,2022-01-28 11:23:45,Delivery,Jayapura,Branch,Agung Ubaid,Faiz Fadlurrahman
Wooden Beam,Unbranded,Wood,Piece,48,40000,1920000,IDR,2024-04-23 10:00:01,Pickup,Tasikmalaya,Head Office,Wawan Thalib,Naura Aliya Lestari
Door Lock,Solid,Lock,Set,7,100000,700000,IDR,2022-11-29 12:52:57,Pickup,Bandung,Branch,Tono Wijaya,Asep Aziz
Gypsum Board,Jayaboard,Ceiling,Sheet,20,60000,1200000,IDR,2020-01-09 11:06:22,Delivery,Bandung,Branch,Tono Kusuma,Hera Harsha
Power Outlet,Panasonic,Electrical,Piece,38,20000,760000,IDR,2022-09-07 14:10:26,Delivery,Bandung,Branch,Erna Syaiban,Hera Harsha
PVC Pipe,Rucika,Plumbing,Meter,38,16000,608000,IDR,2022-01-19 12:07:28,Pickup,Denpasar,Branch,Hendra Jayawardana,Permata Qaila
Rebar 10mm,Gunung Steel,Steel,Meter,46,25000,1150000,IDR,2021-07-29 15:34:54,Pickup,Bandung,Branch,Hendra Thalib,Hera Harsha
Screwdriver Set,Tekiro,Tool,Set,8,40000,320000,IDR,2021-09-20 16:54:29,Pickup,Surabaya,Branch,Agus Jayawardana,Burhan Bakhtiar
Wall Putty (Filler),Matex,Paint Accessory,Kg,23,20000,460000,IDR,2020-10-26 13:32:37,Pickup,Bandung,Branch,Syifa Wijaya,Anwar Arif Akhtar
Wooden Beam,Unbranded,Wood,Piece,39,40000,1560000,IDR,2021-01-18 10:13:47,Delivery,Jakarta,Branch,Syifa Shihab,Muhammad Fikru
Pliers,Tekiro,Tool,Piece,34,35000,1190000,IDR,2022-12-26 16:17:06,Pickup,Tasikmalaya,Head Office,Erna Pahlevi,Al Harits
Water Faucet,Wasser,Sanitary,Piece,38,75000,2850000,IDR,2021-05-26 14:32:52,Pickup,Surabaya,Branch,Ananda Malaka,Zahra Jasmine
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,6,350000,2100000,IDR,2020-03-24 16:21:22,Pickup,Denpasar,Branch,Saiful Jayawardana,Nina Octavia
Concrete Roof Tile,Monier,Roof Covering,Piece,43,3500,150500,IDR,2020-02-12 15:09:59,Pickup,Denpasar,Branch,Erna Thalib,Nina Octavia
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,33,15000,495000,IDR,2021-03-01 13:26:02,Pickup,Jakarta,Branch,Wawan Jayawardana,Erinna Elsa Elizha
Lightweight Brick (AAC Block),Hebel,Brick,Piece,15,10000,150000,IDR,2022-08-10 11:49:36,Delivery,Surabaya,Branch,Azahra Tanuwijaya,Burhan Bakhtiar
Timber Roof Frame,Unbranded,Roof Frame,Meter,44,30000,1320000,IDR,2020-07-11 08:37:05,Delivery,Surabaya,Branch,Nina Tanuwijaya,Burhan Bakhtiar
Wall Putty (Filler),Matex,Paint Accessory,Kg,38,20000,760000,IDR,2024-07-03 11:45:16,Delivery,Medan,Branch,Aleena Kusuma,Ehsan Aziz
Concrete Roof Tile,Monier,Roof Covering,Piece,19,3500,66500,IDR,2023-04-27 11:41:25,Pickup,Jayapura,Branch,Ayu Jayawardana,Fauzi Ghaffar
Sitting Toilet,TOTO,Sanitary,Piece,7,1200000,8400000,IDR,2024-07-05 11:24:42,Delivery,Jakarta,Branch,Tono Tanuwijaya,Fiona Gianna
Gresik 50 kg,Gresik,Cement,Sack,32,70000,2240000,IDR,2023-12-20 14:45:20,Pickup,Medan,Branch,Ayu Pahlevi,Kayla Kiki Lena
Hand Saw,Tekiro,Tool,Piece,45,60000,2700000,IDR,2020-10-05 13:50:47,Pickup,Denpasar,Branch,Ferry Thalib,Ibrahim Iman
Door Handle,Belleza,Lock Accessory,Piece,47,50000,2350000,IDR,2020-03-25 14:51:58,Pickup,Denpasar,Branch,Tono Pahlevi,Nina Octavia
Wash Basin (Sink),TOTO,Sanitary,Piece,9,600000,5400000,IDR,2023-06-03 13:04:56,Pickup,Denpasar,Branch,Budi Pahlevi,Ilyas Jabar
Sandpaper,Taiyo,Paint Accessory,Piece,22,5000,110000,IDR,2024-12-25 17:34:07,Delivery,Tasikmalaya,Head Office,Asep Shihab,Al Harits
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,32,76000,2432000,IDR,2021-12-30 13:56:07,Delivery,Tasikmalaya,Head Office,Agung Jayawardana,Atyla Azfa
Wooden Beam,Unbranded,Wood,Piece,16,40000,640000,IDR,2022-11-23 17:28:36,Delivery,Medan,Branch,Azahra Tanuwijaya,Chairil Dhaifullah
Formwork Board (Shuttering),Unbranded,Wood,Piece,18,30000,540000,IDR,2023-08-02 13:45:58,Pickup,Bandung,Branch,Syifa Shihab,Hera Harsha
Holcim 50 kg,Holcim,Cement,Sack,8,68000,544000,IDR,2023-07-26 10:13:55,Delivery,Jayapura,Branch,Syifa Thalib,Faiz Fadlurrahman
Masonry Sand,Unbranded,Sand,Cubic Meter,11,250000,2750000,IDR,2022-03-19 14:58:35,Pickup,Bandung,Branch,Ferry Ubaid,Anwar Arif Akhtar
Timber Beam (Kaso),Unbranded,Wood,Piece,26,25000,650000,IDR,2020-09-28 15:30:58,Delivery,Denpasar,Branch,Asep Tanuwijaya,Permata Qaila
Ceramic Tile,Roman,Tile,Box,41,75000,3075000,IDR,2022-10-12 12:18:16,Delivery,Tasikmalaya,Head Office,Agung Malaka,Al Harits
Wooden Door,Unbranded,Door,Piece,34,500000,17000000,IDR,2020-04-22 10:13:22,Delivery,Bandung,Branch,Azahra Thalib,Harum Hafsa
Squat Toilet,INA,Sanitary,Piece,22,300000,6600000,IDR,2020-02-17 09:07:26,Pickup,Bandung,Branch,Tono Ubaid,Harum Hafsa
Trowel,Lippro,Tool,Piece,11,25000,275000,IDR,2021-02-19 11:32:53,Pickup,Surabaya,Branch,Agus Shihab,Zahra Jasmine
Water Tank,Penguin,Plumbing,Piece,26,1500000,39000000,IDR,2022-06-28 10:40:57,Pickup,Jakarta,Branch,Ferry Malaka,Erinna Elsa Elizha
Shovel,Camel,Tool,Piece,49,75000,3675000,IDR,2021-12-11 16:33:21,Pickup,Medan,Branch,Erna Syaiban,Ehsan Aziz
Shovel,Camel,Tool,Piece,46,75000,3450000,IDR,2023-06-20 17:36:00,Delivery,Tasikmalaya,Head Office,Ferry Syaiban,Atyla Azfa
Clay Roof Tile,Kanmuri,Roof Covering,Piece,45,2000,90000,IDR,2020-02-08 11:07:19,Pickup,Bandung,Branch,Azahra Pahlevi,Asep Aziz
Hammer,Lippro,Tool,Piece,37,50000,1850000,IDR,2024-10-03 17:16:29,Pickup,Tasikmalaya,Head Office,Ayu Kusuma,Naura Aliya Lestari
Sitting Toilet,TOTO,Sanitary,Piece,27,1200000,32400000,IDR,2022-04-07 14:46:26,Delivery,Jakarta,Branch,Kayla Jayawardana,Erinna Elsa Elizha
Power Outlet,Panasonic,Electrical,Piece,16,20000,320000,IDR,2021-07-02 08:02:04,Pickup,Jayapura,Branch,Wawan Ubaid,Marshanda Maharani
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,36,90000,3240000,IDR,2024-03-28 14:18:37,Delivery,Denpasar,Branch,Azahra Wijaya,Ilyas Jabar
Red Brick,Laksana,Brick,Piece,30,800,24000,IDR,2023-06-08 09:07:28,Delivery,Medan,Branch,Erna Pahlevi,Kezia Karen
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,40,90000,3600000,IDR,2021-03-01 15:17:09,Pickup,Medan,Branch,Budi Thalib,Kezia Karen
Clay Roof Tile,Kanmuri,Roof Covering,Piece,6,2000,12000,IDR,2022-11-19 17:32:03,Delivery,Bandung,Branch,Saiful Wijaya,Asep Aziz
Hammer,Lippro,Tool,Piece,9,50000,450000,IDR,2021-11-08 16:19:36,Delivery,Bandung,Branch,Maya Shihab,Harum Hafsa
Rebar 8mm,Master Steel,Steel,Meter,28,20000,560000,IDR,2022-05-20 11:33:26,Delivery,Jayapura,Branch,Erna Ubaid,Marshanda Maharani
Electrical Cable,Supreme,Electrical,Meter,40,5000,200000,IDR,2021-10-04 12:48:58,Delivery,Surabaya,Branch,Agung Malaka,Agus Cahyadi
Steel Door,WINA,Door,Piece,2,700000,1400000,IDR,2022-08-24 16:08:17,Pickup,Jayapura,Branch,Agus Shihab,Latifa Laila
Pliers,Tekiro,Tool,Piece,26,35000,910000,IDR,2022-12-05 17:46:48,Pickup,Jayapura,Branch,Aleena Ubaid,Faiz Fadlurrahman
Door Hinge,Belleza,Lock Accessory,Pair,8,30000,240000,IDR,2024-07-12 08:12:27,Delivery,Tasikmalaya,Head Office,Saiful Pahlevi,Atyla Azfa
Door Frame (Wood),Unbranded,Door Frame,Piece,18,250000,4500000,IDR,2020-02-20 09:55:24,Delivery,Surabaya,Branch,Ayu Ubaid,Agus Cahyadi
Electrical Cable,Supreme,Electrical,Meter,16,5000,80000,IDR,2023-10-24 14:39:11,Delivery,Denpasar,Branch,Tono Jayawardana,Ibrahim Iman
Shovel,Camel,Tool,Piece,11,75000,825000,IDR,2020-07-04 14:33:35,Delivery,Jakarta,Branch,Ferry Thalib,Fiona Gianna
Water Faucet,Wasser,Sanitary,Piece,28,75000,2100000,IDR,2023-12-13 14:55:04,Pickup,Tasikmalaya,Head Office,Azahra Tanuwijaya,Naura Aliya Lestari
Sitting Toilet,TOTO,Sanitary,Piece,5,1200000,6000000,IDR,2022-06-13 16:19:42,Pickup,Denpasar,Branch,Asep Tanuwijaya,Ilyas Jabar
Screwdriver Set,Tekiro,Tool,Set,7,40000,280000,IDR,2021-05-15 12:44:05,Delivery,Denpasar,Branch,Asep Shihab,Ibrahim Iman
Hand Saw,Tekiro,Tool,Piece,12,60000,720000,IDR,2024-01-30 17:44:17,Delivery,Denpasar,Branch,Nina Kusuma,Nina Octavia
Lightweight Brick (AAC Block),Hebel,Brick,Piece,17,10000,170000,IDR,2024-01-29 14:59:10,Delivery,Jakarta,Branch,Ferry Syaiban,Muhammad Fikru
Wooden Beam,Unbranded,Wood,Piece,24,40000,960000,IDR,2022-11-14 16:56:57,Delivery,Surabaya,Branch,Melania Wijaya,Burhan Bakhtiar
Paint Roller,Ace Oldfields,Paint Accessory,Piece,40,25000,1000000,IDR,2020-10-30 12:54:21,Pickup,Denpasar,Branch,Kayla Thalib,Ilyas Jabar
Holcim 50 kg,Holcim,Cement,Sack,36,68000,2448000,IDR,2023-03-24 09:55:03,Pickup,Jayapura,Branch,Azahra Syaiban,Marshanda Maharani
Pliers,Tekiro,Tool,Piece,23,35000,805000,IDR,2022-03-29 13:05:55,Delivery,Jayapura,Branch,Asep Shihab,Faiz Fadlurrahman
Conduit Pipe,Clipsal,Electrical,Meter,23,7000,161000,IDR,2020-03-13 15:49:28,Delivery,Medan,Branch,Agung Shihab,Kezia Karen
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,13,15000,195000,IDR,2024-03-19 15:01:16,Pickup,Jayapura,Branch,Tono Kusuma,Faiz Fadlurrahman
Hammer,Lippro,Tool,Piece,49,50000,2450000,IDR,2020-01-14 16:44:25,Pickup,Bandung,Branch,Melania Tanuwijaya,Harum Hafsa
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,10,15000,150000,IDR,2022-11-15 13:15:21,Pickup,Bandung,Branch,Syifa Kusuma,Hera Harsha
Lightweight Brick (AAC Block),Hebel,Brick,Piece,3,10000,30000,IDR,2024-08-20 17:17:27,Delivery,Bandung,Branch,Aleena Jayawardana,Hera Harsha
Plaster Mortar,Mortar Utama (MU),Mortar,Sack,43,50000,2150000,IDR,2021-10-28 17:00:53,Pickup,Tasikmalaya,Head Office,Ferry Kusuma,Atyla Azfa
Screwdriver Set,Tekiro,Tool,Set,40,40000,1600000,IDR,2024-12-03 09:54:55,Pickup,Bandung,Branch,Agus Shihab,Asep Aziz
Power Outlet,Panasonic,Electrical,Piece,21,20000,420000,IDR,2023-06-21 08:42:42,Pickup,Surabaya,Branch,Maya Jayawardana,Agus Cahyadi
Wall Paint,Dulux,Paint,Can,22,120000,2640000,IDR,2022-11-26 15:41:58,Pickup,Bandung,Branch,Hendra Wijaya,Asep Aziz
Door Handle,Belleza,Lock Accessory,Piece,47,50000,2350000,IDR,2023-04-03 08:08:27,Pickup,Surabaya,Branch,Ferry Pahlevi,Agus Cahyadi
Conduit Pipe,Clipsal,Electrical,Meter,1,7000,7000,IDR,2023-07-25 12:00:44,Pickup,Medan,Branch,Budi Syaiban,Kayla Kiki Lena
Door Lock,Solid,Lock,Set,20,100000,2000000,IDR,2021-10-06 10:37:48,Pickup,Denpasar,Branch,Maya Jayawardana,Ilyas Jabar
Asbestos Sheet,Djabesmen,Roof Covering,Meter,38,60000,2280000,IDR,2020-01-01 08:20:50,Delivery,Medan,Branch,Aleena Thalib,Chairil Dhaifullah
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,22,15000,330000,IDR,2021-06-04 08:38:10,Delivery,Denpasar,Branch,Azahra Malaka,Ibrahim Iman
Wall Putty (Filler),Matex,Paint Accessory,Kg,46,20000,920000,IDR,2024-02-26 08:30:27,Delivery,Jayapura,Branch,Budi Ubaid,Fauzi Ghaffar
Ceramic Tile,Roman,Tile,Box,24,75000,1800000,IDR,2024-06-04 13:28:21,Pickup,Bandung,Branch,Maya Wijaya,Anwar Arif Akhtar
Screwdriver Set,Tekiro,Tool,Set,29,40000,1160000,IDR,2022-11-30 11:22:47,Delivery,Jayapura,Branch,Agung Ubaid,Fauzi Ghaffar
Tile Grout,Sika,Mortar,Sack,7,45000,315000,IDR,2024-02-02 09:34:35,Pickup,Jakarta,Branch,Agus Wijaya,Erinna Elsa Elizha
Hoe,Camel,Tool,Piece,31,80000,2480000,IDR,2021-05-12 16:45:29,Pickup,Bandung,Branch,Agung Pahlevi,Hera Harsha
Clay Roof Tile,Kanmuri,Roof Covering,Piece,16,2000,32000,IDR,2021-03-10 15:45:40,Delivery,Denpasar,Branch,Syifa Kusuma,Ilyas Jabar
Rebar 6mm,Krakatau Steel,Steel,Meter,40,15000,600000,IDR,2024-05-29 10:35:28,Delivery,Surabaya,Branch,Saiful Thalib,Zahra Jasmine
Trowel,Lippro,Tool,Piece,13,25000,325000,IDR,2024-11-13 11:36:43,Pickup,Jayapura,Branch,Erna Pahlevi,Fauzi Ghaffar
Wooden Door,Unbranded,Door,Piece,29,500000,14500000,IDR,2023-04-28 14:29:55,Pickup,Denpasar,Branch,Tono Wijaya,Ilyas Jabar
Concrete Roof Tile,Monier,Roof Covering,Piece,4,3500,14000,IDR,2022-08-24 12:07:35,Delivery,Jakarta,Branch,Saiful Kusuma,Fiona Gianna
Paint Brush,Eterna,Paint Accessory,Piece,49,15000,735000,IDR,2024-10-19 11:32:09,Delivery,Bandung,Branch,Saiful Jayawardana,Asep Aziz
Granite Tile,Indogress,Tile,Box,6,150000,900000,IDR,2022-05-12 11:32:11,Delivery,Medan,Branch,Hendra Shihab,Kezia Karen
Wall Putty (Filler),Matex,Paint Accessory,Kg,21,20000,420000,IDR,2021-01-14 16:45:43,Pickup,Tasikmalaya,Head Office,Wawan Shihab,Naura Aliya Lestari
Water Tank,Penguin,Plumbing,Piece,49,1500000,73500000,IDR,2022-06-24 12:01:39,Delivery,Jayapura,Branch,Saiful Pahlevi,Fauzi Ghaffar
Measuring Tape,Stanley,Tool,Piece,18,30000,540000,IDR,2021-05-05 12:44:20,Delivery,Surabaya,Branch,Nina Pahlevi,Agus Cahyadi
Concrete Sand,Unbranded,Sand,Cubic Meter,43,300000,12900000,IDR,2024-09-10 13:53:36,Pickup,Tasikmalaya,Head Office,Budi Jayawardana,Atyla Azfa
Electrical Cable,Supreme,Electrical,Meter,22,5000,110000,IDR,2020-04-22 11:02:36,Pickup,Medan,Branch,Tono Ubaid,Kezia Karen
Holcim 40 kg,Holcim,Cement,Sack,17,56000,952000,IDR,2024-10-12 14:31:12,Delivery,Denpasar,Branch,Ayu Ubaid,Permata Qaila
Masonry Sand,Unbranded,Sand,Cubic Meter,22,250000,5500000,IDR,2022-12-21 14:47:11,Delivery,Tasikmalaya,Head Office,Melania Pahlevi,Al Harits
PVC Pipe,Wavin,Plumbing,Meter,6,15000,90000,IDR,2022-08-18 13:52:03,Pickup,Surabaya,Branch,Asep Jayawardana,Zahra Jasmine
Lamp Bulb,Philips,Electrical,Piece,33,15000,495000,IDR,2020-12-23 14:04:17,Delivery,Medan,Branch,Maya Thalib,Ehsan Aziz
Holcim 50 kg,Holcim,Cement,Sack,30,68000,2040000,IDR,2023-04-18 09:58:12,Delivery,Tasikmalaya,Head Office,Melania Wijaya,Ayu Putri Avicenna
Rebar 10mm,Gunung Steel,Steel,Meter,48,25000,1200000,IDR,2023-12-02 12:41:32,Pickup,Bandung,Branch,Tono Malaka,Hera Harsha
Door Lock,Solid,Lock,Set,27,100000,2700000,IDR,2020-12-30 13:17:13,Pickup,Jakarta,Branch,Ayu Shihab,Muhammad Fikru
Squat Toilet,INA,Sanitary,Piece,30,300000,9000000,IDR,2023-02-09 12:10:48,Delivery,Jayapura,Branch,Maya Syaiban,Faiz Fadlurrahman
Tile Grout,Sika,Mortar,Sack,8,45000,360000,IDR,2022-01-15 08:54:49,Delivery,Bandung,Branch,Syifa Ubaid,Asep Aziz
Pliers,Tekiro,Tool,Piece,12,35000,420000,IDR,2021-04-03 16:59:52,Pickup,Jakarta,Branch,Kayla Thalib,Erinna Elsa Elizha
Wooden Door,Unbranded,Door,Piece,21,500000,10500000,IDR,2020-10-07 10:31:42,Pickup,Jayapura,Branch,Aleena Kusuma,Faiz Fadlurrahman
Conduit Pipe,Clipsal,Electrical,Meter,39,7000,273000,IDR,2020-06-06 11:34:10,Delivery,Surabaya,Branch,Azahra Shihab,Isabell Inaya
Masonry Sand,Unbranded,Sand,Cubic Meter,24,250000,6000000,IDR,2020-05-23 14:43:12,Delivery,Tasikmalaya,Head Office,Tono Wijaya,Naura Aliya Lestari
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,21,76000,1596000,IDR,2020-05-12 16:34:58,Delivery,Jayapura,Branch,Hendra Shihab,Latifa Laila
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,49,76000,3724000,IDR,2023-05-30 17:02:45,Pickup,Tasikmalaya,Head Office,Ferry Thalib,Al Harits
Spirit Level,Krisbow,Tool,Piece,11,65000,715000,IDR,2024-10-11 16:12:37,Delivery,Medan,Branch,Kayla Tanuwijaya,Chairil Dhaifullah
Wheelbarrow,Artco,Tool,Piece,22,450000,9900000,IDR,2020-12-02 12:36:49,Pickup,Tasikmalaya,Head Office,Melania Tanuwijaya,Ayu Putri Avicenna
Timber Beam (Kaso),Unbranded,Wood,Piece,20,25000,500000,IDR,2024-04-24 14:14:43,Pickup,Tasikmalaya,Head Office,Hendra Kusuma,Ayu Putri Avicenna
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,35,350000,12250000,IDR,2021-02-18 16:02:38,Pickup,Bandung,Branch,Hendra Thalib,Anwar Arif Akhtar
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,18,350000,6300000,IDR,2021-05-17 11:48:43,Delivery,Bandung,Branch,Azahra Syaiban,Harum Hafsa
